Equipment ID,Year,Consumption,Stock,Demand,ACL,SES,Exp Fit,MSL,USL,PLT,RPQ
3,2012,7274,5859,315,6067.0,5419.357601060006,6400.027762915173,7280.4,18201.0,18,21442.5
3,2013,6802,5575,293,6755.0,5790.286080848005,6989.456301767582,8106.0,20265.0,18,24822.5
3,2014,6963,5748,302,6897.0,5992.628864678405,7237.922747880773,8276.4,20691.0,18,25288.5
3,2015,6760,5732,326,6961.0,6186.703091742725,7440.136648312771,8353.199999999999,20883.0,18,25592.5
3,2016,7014,6209,313,6834.0,6301.36247339418,7447.635390233483,8200.8,20502.0,18,24543.999999999996
3,2017,7438,6498,352,6920.0,6443.889978715344,7492.289625968562,8304.0,20760.0,18,24642.0
3,2018,8033,6263,370,7183.0,6642.711982972276,7655.6807060547935,8619.6,21549.0,18,26060.5
3,2019,7403,6849,352,7664.0,6920.769586377822,8001.359896596331,9196.8,22992.0,18,27639.0
4,1990,1983,1101,2870,,,2199.9999999999995,,,12,
4,1991,2200,1640,2171,,1983.0,2340.966908475514,,,12,
4,1992,2810,1510,3260,,2026.4,2507.2230457932123,,,12,
4,1993,2633,1818,3237,2468.0,2183.12,2875.338037887123,2961.6,7404.0,12,8054.0
4,1994,3337,1901,2928,2619.0,2273.096,3065.9813001468588,3142.7999999999997,7857.0,12,8575.0
4,1995,2880,2108,3137,3014.0,2485.8768,3482.7327430473365,3616.7999999999997,9042.0,12,9947.999999999998
4,1996,2942,2083,3731,2991.0,2564.70144,3573.419125086107,3589.2,8973.0,12,9881.0
4,1997,4404,2020,3432,2987.0,2640.161152,3596.6471236376883,3584.4,8961.0,12,9928.0
4,1998,3947,2248,4776,3662.0,2992.9289216,4196.087309872901,4394.4,10986.0,12,12399.999999999998
4,1999,4610,2386,4951,3931.0,3183.74313728,4461.6353534988375,4717.2,11793.0,12,13338.0
4,2000,4645,2535,4989,4354.0,3468.9945098240005,4901.766350468667,5224.8,13062.0,12,14881.0
4,2001,4448,2895,4700,4517.0,3704.1956078592007,5213.603336564829,5420.4,13551.0,12,15173.0
4,2002,5070,2814,5463,4540.0,3852.956486287361,5295.899333118329,5448.0,13620.0,12,15346.0
4,2003,5313,3241,5323,4791.0,4096.365189029889,5543.21164880006,5749.2,14373.0,12,15923.0
4,2004,4947,3380,6112,5087.0,4339.692151223911,5780.078055464122,6104.4,15261.0,12,16968.0
4,2005,5302,2958,6034,5089.0,4461.1537209791295,5742.789246241541,6106.8,15267.0,12,17398.0
4,2006,6055,3079,6294,5185.0,4629.322976783304,5789.524639166653,6222.0,15555.0,12,17661.0
4,2007,5858,3398,7655,5619.0,4914.4583814266425,6096.300389340699,6742.8,16857.0,12,19078.0
4,2008,6528,3848,6934,5831.0,5103.166705141314,6225.218139635008,6997.2,17493.0,12,19476.0
4,2009,5956,3670,6865,6225.0,5388.133364113051,6566.710938656981,7470.0,18675.0,12,21230.0
4,2010,6444,3740,7199,6130.0,5501.706691290441,6559.333314861331,7356.0,18390.0,12,20780.0
4,2011,7083,3812,7104,6295.0,5690.165353032353,6701.839883120777,7554.0,18885.0,12,21368.0
4,2012,8012,4279,8439,6682.0,5968.732282425883,7048.675436658213,8018.4,20046.0,12,22449.0
4,2013,7491,4071,7842,7441.0,6377.385825940706,7698.1185564425905,8929.199999999999,22323.0,12,25693.0
4,2014,7670,4197,8105,7596.0,6600.108660752565,7971.519728048644,9115.199999999999,22788.0,12,26187.0
4,2015,7446,4186,8741,7667.0,6814.0869286020525,8194.735764627145,9200.4,23001.0,12,26482.0
4,2016,7725,4534,8385,7528.0,6940.469542881642,8203.24476325943,9033.6,22584.0,12,25578.0
4,2017,8193,4746,9434,7622.0,7097.375634305314,8252.293151767848,9146.4,22866.0,12,25742.0
4,2018,8848,4574,9906,7912.0,7316.5005074442515,8432.538734437287,9494.4,23736.0,12,27074.0
4,2019,8154,5001,9436,8442.0,7622.800405955402,8813.35450895277,10130.4,25326.0,12,28767.0
5,1990,689,161,3101,,,764.0000000000001,,,18,
5,1991,764,239,0,,689.0,831.7989020643449,,,18,
5,1992,976,220,3523,,704.0,906.4461905653972,,,18,
5,1993,915,265,3498,857.0,758.4000000000001,1015.0084776709554,1028.3999999999999,2571.0,18,3591.5
5,1994,1160,278,3164,910.0,789.7200000000001,1102.7120031373654,1092.0,2730.0,18,3817.0
5,1995,1001,308,3390,1047.0,863.7760000000002,1229.1073932644224,1256.3999999999999,3141.0,18,4403.5
5,1996,1022,304,4031,1039.0,891.2208000000003,1310.965327376986,1246.8,3117.0,18,4371.5
5,1997,1531,295,3708,1038.0,917.3766400000003,1381.425592213783,1245.6,3114.0,18,4376.0
5,1998,1372,328,5160,1273.0,1040.1013120000002,1540.893113978565,1527.6,3819.0,18,5400.5
5,1999,1602,348,5350,1366.0,1106.4810496000002,1656.0274574023756,1639.2,4098.0,18,5799.0
5,2000,1614,370,0,1513.0,1205.5848396800002,1801.3322724318439,1815.6,4539.0,18,6438.5
5,2001,0,423,5079,1569.0,1287.267871744,1931.4662937314438,1882.8,4707.0,18,6637.5
5,2002,1762,411,5903,805.0,1029.8142973952001,1348.0467949051204,966.0,2415.0,18,3211.5
5,2003,1847,473,5752,1150.0,1176.2514379161603,1461.7750650609603,1380.0,3450.0,18,4702.0
5,2004,1719,494,6604,1510.0,1310.4011503329284,1585.6146109922768,1812.0,4530.0,18,6301.0
5,2005,1843,432,6519,1768.0,1392.1209202663426,1679.93496664025,2121.6,5304.0,18,7524.0
5,2006,2105,450,6800,1802.0,1482.2967362130744,1787.6074709716306,2162.4,5406.0,18,7659.0
5,2007,2036,496,8271,1953.0,1606.8373889704596,1932.8723398830844,2343.6,5859.0,18,8292.5
5,2008,2269,562,7492,2026.0,1692.6699111763678,2054.807495872751,2431.2,6078.0,18,8555.0
5,2009,0,536,7417,2164.0,1807.9359289410943,2206.932232858627,2596.7999999999997,6492.0,18,9202.0
5,2010,2240,546,7778,1095.0,1446.3487431528756,1493.1168619856967,1314.0,3285.0,18,4381.5
5,2011,2462,557,0,1498.0,1605.0789945223005,1614.9733453727613,1797.6,4494.0,18,6184.0
5,2012,2785,625,0,1977.0,1776.4631956178405,1772.2910633012225,2372.4,5931.0,18,8271.5
5,2013,2604,595,8473,2586.0,1978.1705564942724,1980.4726038103238,3103.2,7758.0,18,11042.0
5,2014,2666,613,0,2640.0,2103.336445195418,2158.7559682025408,3168.0,7920.0,18,11267.0
5,2015,2588,612,9444,2665.0,2215.8691561563346,2340.747783097553,3198.0,7995.0,18,11380.5
5,2016,2685,662,0,2616.0,2290.2953249250677,2498.043374235923,3139.2,7848.0,18,11110.0
5,2017,2848,693,10193,2649.0,2369.236259940054,2658.6343074219935,3178.7999999999997,7947.0,18,11227.499999999998
5,2018,3075,668,0,2750.0,2464.9890079520433,2833.0610168694634,3300.0,8250.0,18,11707.0
5,2019,0,731,10195,2934.0,2586.991206361635,3031.8260702608595,3520.7999999999997,8802.0,18,12471.999999999998
6,1990,599,1129,0,,,664.0000000000005,,,18,
6,1991,664,1682,857,,599.0,706.2003175166196,,,18,
6,1992,849,1548,1287,,612.0,755.9561317172614,,,18,
6,1993,795,1864,1278,745.0,659.4000000000001,867.1812668187142,894.0,2235.0,18,1488.5
6,1994,1008,1950,1156,791.0,686.5200000000001,924.7064672323852,949.1999999999999,2373.0,18,1609.4999999999995
6,1995,870,2162,1239,910.0,750.8160000000001,1050.8026466681717,1092.0,2730.0,18,1933.0
6,1996,889,2136,1473,903.0,774.6528000000002,1078.5147692694306,1083.6,2709.0,18,1927.4999999999995
6,1997,1331,2072,1355,902.0,797.5222400000002,1085.985551626351,1082.3999999999999,2706.0,18,1987.0
6,1998,1192,2305,1886,1106.0,904.2177920000001,1267.674251480899,1327.2,3318.0,18,2672.0
6,1999,1393,2447,1955,1187.0,961.7742336000001,1348.0019682647958,1424.3999999999999,3561.0,18,2894.5
6,2000,1403,2600,1970,1315.0,1048.0193868800002,1481.3429494855288,1578.0,3945.0,18,3317.5
6,2001,1344,2969,1856,1364.0,1119.0155095040002,1575.5781811327695,1636.8,4092.0,18,3169.0
6,2002,1532,2885,0,1371.0,1164.0124076032002,1600.6189934055783,1645.2,4113.0,18,3284.5
6,2003,1605,3323,2102,1447.0,1237.6099260825604,1675.4691184195922,1736.3999999999999,4341.0,18,3188.499999999999
6,2004,1495,3466,2413,1537.0,1311.0879408660485,1746.905732840894,1844.3999999999999,4611.0,18,3450.499999999999
6,2005,1602,3033,2382,1537.0,1347.8703526928389,1735.7244774421113,1844.3999999999999,4611.0,18,3883.499999999999
6,2006,1830,3157,0,1566.0,1398.6962821542713,1749.7652621989857,1879.1999999999998,4698.0,18,3889.999999999999
6,2007,1770,3484,3022,1698.0,1484.957025723417,1842.567750301641,2037.6,5094.0,18,4157.0
6,2008,1972,3946,2738,1762.0,1541.9656205787337,1881.3874557663914,2114.4,5286.0,18,3983.0
6,2009,1800,3763,2710,1881.0,1627.9724964629872,1984.246508850076,2257.2,5643.0,18,4701.5
6,2010,1947,3835,0,1852.0,1662.3779971703898,1982.0893956359223,2222.4,5556.0,18,4499.0
6,2011,2140,3908,2805,1902.0,1719.302397736312,2025.025956498136,2282.4,5706.0,18,4651.0
6,2012,2421,4387,3332,2019.0,1803.4419181890498,2129.6933863949403,2422.7999999999997,6057.0,18,4698.5
6,2013,2263,4174,3096,2248.0,1926.95353455124,2325.9587677839236,2697.6,6744.0,18,5942.0
6,2014,2317,4304,3200,2295.0,1994.162827640992,2408.360967259925,2754.0,6885.0,18,6023.5
6,2015,2250,4292,3451,2316.0,2058.7302621127938,2475.604423165322,2779.2,6948.0,18,6130.0
6,2016,2334,4649,3311,2274.0,2096.984209690235,2478.322906551828,2728.7999999999997,6822.0,18,5584.0
6,2017,2475,4866,0,2303.0,2144.387367752188,2493.165064711215,2763.6,6909.0,18,5497.5
6,2018,2673,4690,3911,2390.0,2210.5098942017503,2547.484087140665,2868.0,7170.0,18,6065.0
6,2019,2464,5128,0,2550.0,2303.0079153614,2662.4761858368724,3060.0,7650.0,18,6347.0
7,1990,209,2349,3038,,,231.99999999999997,,,18,
7,1991,232,3498,2297,,209.0,246.96175522113958,,,18,
7,1992,297,3220,3451,,213.60000000000002,264.6178277428469,,,18,
7,1993,278,3876,3426,260.0,230.28000000000003,303.85772343208885,312.0,780.0,18,-2706.0
7,1994,352,4054,3099,276.0,239.82400000000004,324.15976604185795,331.2,828.0,18,-2812.0
7,1995,304,4496,3321,318.0,262.2592000000001,368.14644124517906,381.59999999999997,954.0,18,-3065.0
7,1996,311,4442,3949,315.0,270.6073600000001,377.7549418888259,378.0,945.0,18,-3024.5
7,1997,465,4308,3633,315.0,278.6858880000001,380.38643624785124,378.0,945.0,18,-2890.5
7,1998,417,4793,5055,386.0,315.9487104000001,443.66749628385674,463.2,1158.0,18,-3056.0
7,1999,487,5088,5240,415.0,336.1589683200001,471.75711697398765,498.0,1245.0,18,-3220.5
7,2000,491,5406,5281,460.0,366.3271746560001,518.2469949696399,552.0,1380.0,18,-3336.0
7,2001,470,6173,4975,477.0,391.2617397248001,551.2923509236463,572.4,1431.0,18,-4026.5
7,2002,536,6000,5782,479.0,407.00939177984014,559.9619712128111,574.8,1437.0,18,-3844.5
7,2003,561,6910,5634,506.0,432.80751342387214,586.1679532306129,607.1999999999999,1518.0,18,-4633.0
7,2004,522,7208,6469,537.0,458.44601073909774,610.9431791583962,644.4,1611.0,18,-4791.5
7,2005,560,6307,6386,537.0,471.15680859127826,606.6211704839804,644.4,1611.0,18,-3890.5
7,2006,640,6566,6662,547.0,488.9254468730226,611.4470624063131,656.4,1641.0,18,-4104.5
7,2007,619,7246,8102,593.0,519.1403574984181,643.9752128513945,711.6,1779.0,18,-4577.5
7,2008,690,8205,7339,616.0,539.1122859987345,657.639459088206,739.1999999999999,1848.0,18,-5433.0
7,2009,629,7826,7265,658.0,569.2898287989876,693.8605201249273,789.6,1974.0,18,-4865.0
7,2010,681,7975,7620,647.0,581.2318630391901,692.9632996032119,776.4,1941.0,18,-5063.5
7,2011,748,8127,7519,665.0,601.1854904313522,708.1039129867676,798.0,1995.0,18,-5134.5
7,2012,846,9124,8931,705.0,630.5483923450818,744.6060930340766,846.0,2115.0,18,-5951.5
7,2013,791,8681,8300,785.0,673.6387138760655,813.0372955906611,942.0,2355.0,18,-5148.5
7,2014,810,8950,8578,802.0,697.1109711008525,841.7877223081889,962.4,2406.0,18,-5341.0
7,2015,787,8926,9251,809.0,719.688776880682,865.3113802391981,970.8,2427.0,18,-5285.5
7,2016,816,9668,8875,795.0,733.1510215045456,866.4694815947703,954.0,2385.0,18,-6090.5
7,2017,866,10119,9985,805.0,749.7208172036366,871.6828588880608,966.0,2415.0,18,-6496.5
7,2018,935,9753,10484,836.0,772.9766537629093,890.9879866416321,1003.1999999999999,2508.0,18,-5991.0
7,2019,861,10664,9987,892.0,805.3813230103275,931.3582313814169,1070.3999999999999,2676.0,18,-6650.0
8,1990,2624,1075,3415,,,2911.0000000000005,,,24,
8,1991,2911,1601,2583,,2624.0,3097.427467831754,,,24,
8,1992,3719,1473,3879,,2681.4000000000005,3317.2901865112417,,,24,
8,1993,3486,1774,3852,3267.0,2888.9200000000005,3804.6678080777,3920.3999999999996,9801.0,24,14560.999999999998
8,1994,4417,1855,3484,3467.0,3008.3360000000002,4057.776173865857,4160.4,10401.0,24,15480.0
8,1995,3812,2057,3733,3990.0,3290.0688000000005,4609.74758861625,4788.0,11970.0,24,17893.0
8,1996,3894,2033,4440,3959.0,3394.4550400000007,4730.027612221691,4750.8,11877.0,24,17762.0
8,1997,5829,1971,4084,3953.0,3494.364032000001,4760.9082781457755,4743.599999999999,11859.0,24,17794.0
8,1998,5225,2193,5683,4847.0,3961.291225600001,5554.3671125856845,5816.4,14541.0,24,22042.0
8,1999,6102,2328,5891,5204.0,4214.03298048,5906.209559321607,6244.8,15612.0,24,23692.0
8,2000,6148,2474,5936,5764.0,4591.626384384001,6488.798797671414,6916.8,17292.0,24,26346.0
8,2001,5887,2825,5593,5978.0,4902.901107507201,6901.362985878011,7173.599999999999,17934.0,24,27064.999999999996
8,2002,6711,2746,6500,6009.0,5099.720886005762,7009.97319239634,7210.8,18027.0,24,27299.0
8,2003,7033,3162,6334,6342.0,5421.976708804609,7337.325088069072,7610.4,19026.0,24,28548.0
8,2004,6548,3298,7272,6734.0,5744.181367043688,7651.007949593272,8080.799999999999,20202.0,24,30372.0
8,2005,7017,2886,7179,6736.0,5904.94509363495,7601.558961986013,8083.2,20208.0,24,30794.0
8,2006,8015,3005,7489,6863.0,6127.356074907961,7662.943204889385,8235.6,20589.0,24,31310.0
8,2007,7754,3316,9108,7437.0,6504.884859926368,8069.153690904216,8924.4,22311.0,24,33869.0
8,2008,8640,3755,8251,7718.0,6754.707887941096,8239.84803795653,9261.6,23154.0,24,34835.0
8,2009,7883,3582,8168,8240.0,7131.766310352877,8691.557881999239,9888.0,24720.0,24,37618.0
8,2010,8529,3650,8566,8113.0,7282.013048282302,8681.59990551556,9735.6,24339.0,24,36915.0
8,2011,9375,3719,8453,8332.0,7531.410438625842,8870.112601629353,9998.4,24996.0,24,37941.0
8,2012,10604,4175,10041,8844.0,7900.128350900674,9329.212876343783,10612.8,26532.0,24,40045.0
8,2013,9915,3973,9330,9848.0,8440.902680720541,10188.60325824712,11817.6,29544.0,24,45267.0
8,2014,10151,4096,9644,10054.0,8735.722144576433,10550.564329154458,12064.8,30162.0,24,46174.0
8,2015,9855,4085,10400,10147.0,9018.777715661148,10845.719035070117,12176.4,30441.0,24,46650.0
8,2016,10225,4425,9977,9963.0,9186.02217252892,10856.96892161703,11955.6,29889.0,24,45390.0
8,2017,10844,4631,11225,10089.0,9393.817738023135,10922.215232057648,12106.8,30267.0,24,45814.0
8,2018,11710,4463,11786,10472.0,9683.854190418508,11160.896092705505,12566.4,31416.0,24,47897.0
8,2019,10792,4881,11227,11173.0,10089.083352334806,11664.629069569124,13407.6,33519.0,24,50984.0
9,1990,1205,1866,298,,,1337.0000000000002,,,24,
9,1991,1337,2779,225,,1205.0,1422.7654907543254,,,24,
9,1992,1708,2558,339,,1231.4,1523.9240614079372,,,24,
9,1993,1601,3080,336,1500.0,1326.7200000000003,1747.8684260151413,1800.0,4500.0,24,4420.0
9,1994,2029,3221,304,1592.0,1381.5760000000002,1864.162434377335,1910.3999999999999,4776.0,24,4738.999999999999
9,1995,1751,3572,326,1832.0,1511.0608000000002,2117.874052084633,2198.4,5496.0,24,5588.0
9,1996,1789,3529,388,1818.0,1559.0486400000002,2173.1804861755973,2181.6,5454.0,24,5561.0
9,1997,2678,3423,356,1816.0,1605.0389120000002,2187.5114190924796,2179.2,5448.0,24,5657.0
9,1998,2400,3808,496,2227.0,1819.6311296000003,2552.175474092166,2672.4,6681.0,24,7327.0
9,1999,2803,4042,514,2390.0,1935.7049036800004,2713.6662166474384,2868.0,7170.0,24,7908.0
9,2000,2824,4295,518,2647.0,2109.163922944,2981.1921356301214,3176.4,7941.0,24,8940.0
9,2001,2704,4905,488,2746.0,2252.1311383552,3170.5357841031173,3295.2,8238.0,24,8825.0
9,2002,3083,4767,568,2760.0,2342.50491068416,3220.2077562599825,3312.0,8280.0,24,9033.0
9,2003,3231,5490,553,2913.0,2490.6039285473285,3370.601580723385,3495.6,8739.0,24,9075.0
9,2004,3008,5726,635,3093.0,2638.6831428378628,3514.7616784772736,3711.6,9279.0,24,9739.0
9,2005,3224,5011,627,3094.0,2712.54651427029,3492.0179500286677,3712.7999999999997,9282.0,24,10458.999999999998
9,2006,3682,5216,654,3153.0,2814.8372114162325,3520.430914711915,3783.6,9459.0,24,10549.0
9,2007,3562,5757,796,3417.0,2988.2697691329863,3707.023572328075,4100.4,10251.0,24,11328.0
9,2008,3969,6519,721,3545.0,3103.0158153063894,3785.3710682219053,4254.0,10635.0,24,11206.0
9,2009,3621,6218,713,3785.0,3276.2126522451117,3992.8105548138556,4542.0,11355.0,24,12707.0
9,2010,3918,6336,748,3727.0,3345.17012179609,3988.0691294923595,4472.4,11181.0,24,12299.0
9,2011,4307,6457,738,3827.0,3459.736097436872,4074.632445677323,4592.4,11481.0,24,12678.0
9,2012,4871,7249,877,4063.0,3629.188877949498,4285.671979811568,4875.599999999999,12189.0,24,13066.0
9,2013,4555,6897,815,4524.0,3877.551102359598,4680.344711652956,5428.8,13572.0,24,15723.0
9,2014,4663,7111,842,4619.0,4013.0408818876786,4846.745203528258,5542.8,13857.0,24,15984.0
9,2015,4527,7091,908,4661.0,4143.032705510143,4982.266640162255,5593.2,13983.0,24,16214.0
9,2016,4697,7681,871,4577.0,4219.826164408115,4987.365538287389,5492.4,13731.0,24,15204.0
9,2017,4981,8039,981,4634.0,4315.260931526493,5017.294444347257,5560.8,13902.0,24,15131.0
9,2018,5380,7748,1030,4810.0,4448.408745221194,5126.756458013297,5772.0,14430.0,24,16302.0
9,2019,4958,8473,981,5133.0,4634.726996176956,5358.515571412688,6159.599999999999,15399.0,24,17191.999999999996
10,1990,2424,832,941,,,2688.9999999999995,,,24,
10,1991,2689,1238,711,,2424.0,2861.129882953433,,,24,
10,1992,3434,1140,1069,,2477.0,3064.12702707826,,,24,
10,1993,3219,1373,1061,3017.0,2668.4,3513.637036614044,3620.4,9051.0,24,13712.0
10,1994,4079,1436,960,3202.0,2778.5200000000004,3746.9447539438593,3842.3999999999996,9606.0,24,14573.999999999998
10,1995,3520,1592,1028,3684.0,3038.6160000000004,4256.433454669919,4420.8,11052.0,24,16828.0
