Equipment ID,Equipment Type,ABC,VED
88,E&SP (NR),C,E
89,E&SP (NR),C,E
90,E&SP (R),C,E
91,E&SP (NR),C,D
92,E&SP (NR),C,E
93,E&SP (NR),C,E
94,E&SP (NR),C,E
95,E&SP (NR),C,D
96,E&SP (NR),C,E
97,E&SP (NR),C,E
98,E&SP (R),C,E
99,E&SP (NR),C,E
100,NS,C,E
101,E&SP (NR),C,E
102,E&SP (R),C,E
103,E&SP (R),C,V
104,E&SP (NR),C,E
105,E&SP (R),C,D
106,E&SP (R),C,E
107,E&SP (R),C,E
108,E&SP (NR),C,D
109,NS,C,V
110,E&SP (NR),C,E
111,E&SP (NR),C,E
112,E&SP (NR),C,E
113,E&SP (NR),C,D
114,E&SP (NR),C,E
115,E&SP (NR),C,E
116,NS,A,D
117,E&SP (NR),A,E
118,E&SP (NR),C,E
119,E&SP (NR),C,V
120,NS,C,E
121,E&SP (R),C,E
122,E&SP (NR),C,E
123,E&SP (NR),C,E
124,E&SP (NR),C,E
125,E&SP (NR),C,V
126,E&SP (NR),C,E
127,E&SP (NR),C,D
128,E&SP (NR),C,E
129,E&SP (NR),C,E
130,NS,C,V
131,E&SP (NR),C,E
132,NS,C,E
133,E&SP (NR),C,V
134,NS,C,D
135,E&SP (R),C,D
136,NS,C,V
137,E&SP (NR),C,D
138,NS,C,V
139,NS,C,E
140,E&SP (NR),C,D
141,E&SP (NR),C,E
142,E&SP (R),C,E
143,E&SP (NR),C,E
144,NS,C,E
145,E&SP (R),C,E
146,E&SP (NR),C,D
147,E&SP (R),B,E
148,E&SP (R),C,D
149,E&SP (R),C,D
150,E&SP (R),A,E
151,NS,C,E
152,NS,C,E
153,E&SP (NR),C,E
154,E&SP (NR),C,V
155,E&SP (NR),C,V
156,E&SP (NR),C,E
157,E&SP (NR),C,E
158,E&SP (NR),C,E
159,E&SP (NR),C,E
160,E&SP (NR),C,E
161,E&SP (NR),C,E
162,E&SP (NR),C,V
163,E&SP (NR),C,E
164,E&SP (R),C,E
165,E&SP (NR),C,V
166,NS,C,E
167,NS,C,D
168,E&SP (NR),C,V
169,E&SP (R),C,E
170,E&SP (NR),C,V
171,E&SP (R),C,E
172,E&SP (R),C,V
173,E&SP (NR),C,E
174,E&SP (NR),C,V
175,E&SP (NR),C,E
176,E&SP (NR),C,V
177,E&SP (NR),C,D
178,E&SP (NR),C,E
179,E&SP (NR),C,E
180,E&SP (NR),C,E
181,E&SP (NR),C,D
182,E&SP (NR),C,E
183,E&SP (NR),C,E
184,E&SP (NR),C,V
185,E&SP (NR),C,D
186,E&SP (NR),C,E
187,E&SP (NR),C,V
188,E&SP (NR),C,V
189,E&SP (NR),C,V
190,E&SP (NR),C,E
191,E&SP (NR),C,D
192,E&SP (NR),C,E
193,E&SP (NR),C,E
194,NS,C,E
195,NS,C,E
196,E&SP (NR),C,E
197,E&SP (R),C,E
198,NS,C,D
199,NS,C,E
200,E&SP (R),C,E
201,E&SP (NR),B,D
202,E&SP (NR),C,E
203,E&SP (NR),C,E
204,E&SP (NR),C,E
205,E&SP (NR),C,D
206,E&SP (R),C,E
207,E&SP (R),C,D
208,E&SP (R),C,E
209,E&SP (NR),C,V
210,NS,C,E
211,E&SP (NR),C,E
212,E&SP (NR),C,V
213,NS,C,V
214,E&SP (R),C,V
215,E&SP (NR),C,E
216,E&SP (NR),C,E
217,NS,C,E
218,NS,C,V
219,E&SP (R),C,E
220,E&SP (R),C,E
221,NS,C,V
222,E&SP (NR),C,E
223,E&SP (NR),C,E
224,E&SP (NR),C,V
225,E&SP (NR),C,D
226,NS,C,V
227,E&SP (NR),C,E
228,E&SP (R),C,E
229,E&SP (NR),C,E
230,E&SP (R),C,V
231,E&SP (NR),C,V
232,NS,C,E
233,E&SP (NR),C,E
234,E&SP (NR),C,E
235,E&SP (R),C,D
236,E&SP (R),C,E
237,E&SP (NR),C,E
238,NS,C,E
239,NS,C,E
240,E&SP (R),C,E
241,NS,C,E
242,E&SP (NR),C,E
243,E&SP (NR),C,D
244,E&SP (NR),C,E
245,E&SP (NR),C,E
246,E&SP (NR),C,E
247,E&SP (R),C,E
248,NS,C,V
249,E&SP (NR),C,V
250,E&SP (NR),C,E
251,E&SP (NR),C,V
252,NS,C,D
253,E&SP (R),C,E
254,E&SP (NR),C,E
255,E&SP (NR),C,E
256,E&SP (NR),C,D
257,E&SP (NR),C,E
258,E&SP (NR),C,E
259,E&SP (R),C,D
260,E&SP (NR),C,E
261,E&SP (R),C,E
262,NS,C,V
263,E&SP (R),C,E
264,E&SP (NR),C,E
265,E&SP (NR),C,V
266,NS,C,E
267,E&SP (NR),C,D
268,E&SP (NR),C,E
269,E&SP (NR),C,E
270,E&SP (R),B,E
271,E&SP (R),C,D
272,E&SP (NR),C,D
273,NS,C,E
274,E&SP (R),C,D
275,E&SP (R),C,E
276,E&SP (NR),C,E
277,E&SP (NR),C,E
278,E&SP (R),C,E
279,NS,C,E
280,E&SP (R),C,E
281,E&SP (NR),C,V
282,E&SP (NR),C,E
283,E&SP (NR),C,D
284,E&SP (R),C,E
285,E&SP (R),C,E
286,E&SP (NR),C,V
287,E&SP (NR),C,E
288,E&SP (NR),C,E
289,E&SP (NR),C,E
290,NS,C,E
291,E&SP (R),B,E
292,NS,C,E
293,E&SP (NR),C,V
294,E&SP (NR),C,E
295,E&SP (NR),A,V
296,NS,C,E
297,E&SP (NR),C,V
298,E&SP (R),C,D
299,NS,C,V
300,E&SP (R),C,V
301,E&SP (R),C,D
302,E&SP (NR),C,E
303,E&SP (NR),C,D
304,E&SP (NR),C,D
305,E&SP (NR),C,E
306,NS,C,E
307,E&SP (NR),C,E
308,NS,C,E
309,E&SP (NR),C,V
310,E&SP (NR),C,E
311,E&SP (NR),C,E
312,E&SP (R),C,D
313,E&SP (R),C,E
314,E&SP (NR),C,V
315,E&SP (NR),C,E
316,E&SP (R),C,E
317,E&SP (NR),C,V
318,E&SP (NR),C,D
319,E&SP (NR),B,E
320,E&SP (NR),C,D
321,E&SP (NR),C,V
322,E&SP (NR),B,E
323,NS,C,E
324,E&SP (R),C,E
325,NS,C,E
326,E&SP (NR),C,E
327,E&SP (R),C,E
328,E&SP (NR),C,V
329,E&SP (R),C,E
330,NS,C,D
331,E&SP (NR),C,D
332,NS,C,E
333,E&SP (NR),C,D
334,E&SP (NR),C,E
335,E&SP (NR),C,E
336,NS,C,E
337,E&SP (R),C,D
338,E&SP (R),C,D
339,E&SP (NR),C,D
340,E&SP (NR),C,V
341,E&SP (NR),C,E
342,E&SP (NR),C,D
343,E&SP (NR),C,E
344,E&SP (NR),C,E
345,E&SP (NR),C,V
346,E&SP (NR),C,E
347,E&SP (R),C,E
348,E&SP (R),C,E
349,E&SP (R),C,E
350,E&SP (R),C,E
351,E&SP (NR),C,V
352,NS,C,V
353,E&SP (R),C,D
354,E&SP (NR),C,E
355,E&SP (R),C,D
356,E&SP (NR),C,E
357,E&SP (NR),C,E
358,E&SP (NR),C,V
359,NS,C,D
360,E&SP (NR),C,D
361,E&SP (R),C,E
362,E&SP (NR),C,E
363,E&SP (NR),C,E
364,E&SP (NR),C,E
365,E&SP (R),C,E
366,E&SP (NR),C,D
367,E&SP (NR),C,V
368,E&SP (NR),C,E
369,E&SP (NR),C,E
370,E&SP (R),C,V
371,E&SP (NR),C,E
372,E&SP (R),C,E
373,E&SP (NR),C,E
374,E&SP (R),C,E
375,E&SP (R),C,D
376,E&SP (NR),C,E
377,E&SP (R),C,E
378,E&SP (R),C,E
379,E&SP (R),C,V
380,E&SP (NR),C,E
381,E&SP (NR),C,D
382,E&SP (NR),C,E
383,E&SP (NR),C,E
384,E&SP (NR),C,V
385,E&SP (NR),C,E
386,E&SP (NR),C,E
387,E&SP (NR),C,E
388,E&SP (NR),C,E
389,E&SP (NR),C,V
390,E&SP (NR),C,E
391,E&SP (NR),C,V
392,E&SP (NR),C,D
393,E&SP (NR),C,D
394,E&SP (NR),B,E
395,E&SP (NR),C,E
396,E&SP (NR),C,E
397,NS,C,V
398,E&SP (NR),B,E
399,E&SP (NR),C,E
400,E&SP (R),C,E
401,E&SP (NR),C,E
402,NS,C,E
403,E&SP (R),C,E
404,E&SP (NR),C,V
405,E&SP (R),C,D
406,E&SP (NR),C,E
407,E&SP (NR),C,V
408,NS,C,E
409,E&SP (NR),C,E
410,E&SP (NR),C,D
411,E&SP (NR),C,V
412,E&SP (NR),C,D
413,E&SP (R),C,E
414,E&SP (NR),C,D
415,E&SP (NR),C,E
416,E&SP (NR),C,E
417,E&SP (NR),C,V
418,E&SP (NR),C,V
419,E&SP (NR),C,E
420,E&SP (NR),C,E
421,E&SP (NR),C,E
422,NS,C,E
423,E&SP (NR),C,E
424,E&SP (R),C,E
425,E&SP (NR),C,V
426,E&SP (NR),C,E
427,NS,C,E
428,E&SP (R),C,E
429,E&SP (NR),C,E
430,E&SP (NR),C,E
431,NS,C,D
432,E&SP (NR),C,D
433,E&SP (NR),C,E
434,E&SP (NR),C,E
435,E&SP (NR),C,V
436,NS,C,E
437,E&SP (NR),C,V
438,E&SP (R),C,E
439,NS,C,E
440,NS,C,E
441,E&SP (NR),C,E
442,E&SP (NR),C,E
443,NS,C,E
444,NS,C,E
445,E&SP (NR),C,E
446,E&SP (R),C,E
447,E&SP (R),C,E
448,E&SP (NR),C,E
449,E&SP (NR),C,E
450,E&SP (NR),C,E
451,E&SP (NR),C,E
452,E&SP (NR),C,E
453,E&SP (NR),C,V
454,E&SP (NR),C,E
455,E&SP (R),C,E
456,NS,C,E
457,E&SP (NR),C,E
458,E&SP (R),C,D
459,E&SP (NR),C,E
460,NS,C,E
461,E&SP (NR),C,V
462,E&SP (NR),A,E
463,E&SP (NR),C,E
464,E&SP (NR),C,E
465,NS,C,D
466,NS,C,V
467,E&SP (NR),C,D
468,E&SP (NR),C,D
469,NS,C,E
470,E&SP (NR),A,D
471,E&SP (R),C,E
472,E&SP (NR),B,D
473,E&SP (NR),C,E
474,NS,C,D
475,E&SP (R),C,E
476,E&SP (R),C,E
477,E&SP (R),C,D
478,E&SP (R),C,V
479,E&SP (NR),C,V
480,E&SP (R),C,V
481,E&SP (NR),C,E
482,E&SP (NR),C,E
483,E&SP (R),C,D
484,E&SP (NR),C,D
485,E&SP (NR),C,V
486,E&SP (R),C,E
487,E&SP (NR),C,E
488,E&SP (NR),C,E
489,E&SP (NR),C,E
490,NS,C,E
491,E&SP (R),C,E
492,E&SP (NR),C,E
493,E&SP (NR),C,E
494,NS,C,E
495,E&SP (R),C,E
496,NS,C,V
497,E&SP (NR),C,E
498,E&SP (R),C,E
499,E&SP (NR),C,V
500,NS,C,E
501,E&SP (R),C,E
502,E&SP (NR),C,V
503,E&SP (R),C,V
504,E&SP (R),C,E
505,E&SP (NR),C,E
506,E&SP (NR),C,E
507,E&SP (NR),C,D
508,NS,C,E
509,E&SP (R),C,V
510,NS,C,D
511,E&SP (NR),C,E
512,NS,C,V
513,E&SP (NR),B,V
514,E&SP (NR),C,D
515,E&SP (R),C,E
516,NS,C,E
517,E&SP (NR),C,E
518,E&SP (NR),C,E
519,E&SP (NR),C,E
520,E&SP (NR),C,E
521,E&SP (NR),C,V
522,E&SP (NR),C,E
523,E&SP (NR),C,E
524,E&SP (NR),C,V
525,E&SP (NR),C,E
526,E&SP (NR),C,E
527,E&SP (NR),C,E
528,NS,C,E
529,E&SP (NR),C,E
530,E&SP (R),C,E
531,E&SP (NR),C,E
532,E&SP (NR),C,D
533,E&SP (NR),C,V
534,E&SP (NR),C,D
535,E&SP (NR),C,E
536,E&SP (NR),C,D
537,E&SP (R),C,V
538,E&SP (NR),C,E
539,E&SP (R),C,V
540,E&SP (NR),C,E
541,NS,C,D
542,E&SP (R),C,E
543,E&SP (R),C,E
544,NS,C,V
545,E&SP (NR),C,E
546,E&SP (NR),C,V
547,E&SP (R),C,E
548,E&SP (NR),C,V
549,E&SP (R),C,D
550,E&SP (NR),C,V
551,E&SP (R),C,E
552,E&SP (NR),C,E
553,E&SP (NR),C,D
554,E&SP (NR),C,E
555,E&SP (NR),C,E
556,E&SP (NR),C,V
557,E&SP (NR),C,V
558,E&SP (R),C,E
559,E&SP (R),C,V
560,E&SP (NR),C,E
561,E&SP (NR),C,E
562,E&SP (NR),B,E
563,E&SP (NR),C,E
564,NS,C,E
565,E&SP (NR),C,V
566,E&SP (NR),C,V
567,E&SP (NR),C,E
568,E&SP (NR),C,D
569,E&SP (NR),C,E
570,E&SP (NR),C,E
571,E&SP (NR),C,E
572,E&SP (NR),C,E
573,E&SP (R),C,V
574,E&SP (NR),C,V
575,E&SP (NR),C,E
576,E&SP (NR),C,V
577,E&SP (NR),C,E
578,E&SP (NR),C,E
579,E&SP (R),C,D
580,E&SP (NR),C,E
581,E&SP (NR),C,E
582,E&SP (NR),B,D
583,E&SP (R),C,E
584,NS,C,E
585,E&SP (NR),C,D
586,E&SP (NR),C,V
587,E&SP (R),C,E
588,E&SP (NR),C,E
589,E&SP (R),C,E
590,E&SP (NR),C,V
591,E&SP (NR),C,D
592,E&SP (NR),B,E
593,E&SP (NR),C,E
594,E&SP (R),C,E
595,NS,C,E
596,NS,C,E
597,E&SP (NR),C,E
598,NS,C,D
599,E&SP (NR),C,D
600,NS,C,E
601,E&SP (NR),C,E
602,NS,C,V
603,E&SP (NR),C,E
604,E&SP (NR),C,E
605,NS,C,E
606,E&SP (NR),C,D
607,E&SP (NR),C,E
608,E&SP (NR),C,E
609,E&SP (R),C,E
610,E&SP (NR),C,V
611,E&SP (NR),C,E
612,E&SP (R),C,V
613,E&SP (NR),C,D
614,E&SP (NR),C,E
615,E&SP (NR),C,D
616,E&SP (NR),C,V
617,E&SP (NR),C,D
618,NS,C,V
619,E&SP (NR),C,E
620,E&SP (NR),C,E
621,E&SP (NR),C,E
622,E&SP (NR),C,D
623,E&SP (NR),C,V
624,E&SP (NR),C,E
625,E&SP (NR),C,E
626,E&SP (NR),C,E
627,E&SP (NR),C,V
628,E&SP (NR),C,D
629,E&SP (R),C,E
630,E&SP (NR),C,E
631,E&SP (NR),C,E
632,E&SP (NR),C,V
633,E&SP (NR),C,E
634,NS,C,V
635,E&SP (NR),C,E
636,E&SP (NR),C,E
637,NS,C,E
638,NS,C,V
639,E&SP (NR),C,E
640,NS,C,V
641,NS,C,E
642,E&SP (NR),C,V
643,NS,B,E
644,E&SP (R),C,E
645,E&SP (NR),C,D
646,E&SP (NR),C,V
647,E&SP (NR),C,V
648,E&SP (NR),C,E
649,E&SP (NR),C,E
650,E&SP (NR),C,E
651,E&SP (R),C,E
652,E&SP (R),C,V
653,E&SP (NR),C,V
654,E&SP (NR),C,E
655,E&SP (NR),C,V
656,E&SP (NR),C,E
657,E&SP (NR),C,E
658,E&SP (NR),C,E
659,E&SP (NR),C,D
660,E&SP (NR),C,V
661,NS,C,V
662,E&SP (NR),C,E
663,NS,C,E
664,E&SP (NR),C,V
665,E&SP (NR),C,E
666,NS,C,E
667,E&SP (NR),C,E
668,E&SP (NR),C,E
669,E&SP (R),C,E
670,E&SP (NR),C,E
671,E&SP (NR),C,E
672,E&SP (R),C,V
673,E&SP (NR),C,E
674,E&SP (NR),C,E
675,E&SP (NR),C,E
676,E&SP (R),C,E
677,E&SP (R),C,V
678,E&SP (NR),C,D
679,E&SP (NR),C,E
680,E&SP (R),C,V
681,NS,C,D
682,E&SP (R),C,V
683,E&SP (NR),C,E
684,E&SP (NR),C,E
685,NS,C,E
686,E&SP (NR),C,E
687,E&SP (R),C,D
688,E&SP (NR),C,E
689,NS,C,V
690,E&SP (NR),C,E
691,E&SP (NR),C,V
692,E&SP (NR),C,V
693,E&SP (NR),C,D
694,E&SP (NR),C,E
695,E&SP (NR),C,D
696,E&SP (NR),C,D
697,E&SP (NR),C,V
698,E&SP (R),C,D
699,E&SP (NR),C,V
700,NS,C,V
701,E&SP (NR),C,V
702,E&SP (NR),C,D
703,NS,C,E
704,E&SP (R),C,V
705,E&SP (NR),C,E
706,E&SP (NR),C,D
707,E&SP (NR),C,E
708,E&SP (NR),C,D
709,E&SP (NR),C,V
710,E&SP (R),C,V
711,E&SP (NR),C,E
712,E&SP (R),C,E
713,E&SP (R),C,E
714,E&SP (NR),C,E
715,E&SP (NR),C,E
716,E&SP (NR),C,E
717,NS,C,V
718,E&SP (R),C,D
719,NS,C,D
720,E&SP (NR),C,E
721,E&SP (NR),B,D
722,E&SP (R),C,E
723,E&SP (NR),C,E
724,E&SP (R),C,V
725,E&SP (NR),C,E
726,E&SP (NR),C,E
727,E&SP (R),C,D
728,E&SP (NR),C,D
729,NS,C,E
730,E&SP (NR),C,E
731,E&SP (NR),C,V
732,NS,C,E
733,E&SP (R),C,E
734,E&SP (NR),C,D
735,E&SP (NR),C,D
736,NS,C,E
737,E&SP (NR),C,E
738,E&SP (NR),C,D
739,E&SP (NR),B,E
740,E&SP (NR),C,E
741,E&SP (NR),C,E
742,E&SP (NR),C,E
743,E&SP (NR),C,D
744,E&SP (NR),C,E
745,E&SP (R),C,E
746,E&SP (NR),C,E
747,E&SP (NR),B,E
748,E&SP (NR),C,E
749,E&SP (NR),C,V
750,E&SP (R),C,V
751,E&SP (NR),C,V
752,E&SP (NR),C,E
753,E&SP (NR),C,E
754,E&SP (NR),C,D
755,NS,C,D
756,E&SP (NR),C,E
757,NS,C,E
758,E&SP (NR),C,V
759,E&SP (NR),C,E
760,E&SP (R),C,E
761,E&SP (NR),C,E
762,E&SP (NR),C,D
763,E&SP (NR),C,D
764,E&SP (NR),C,E
765,E&SP (NR),C,D
766,E&SP (NR),C,E
767,E&SP (R),C,E
768,NS,C,D
769,E&SP (NR),C,E
770,E&SP (R),C,D
771,E&SP (NR),C,E
772,E&SP (R),C,E
773,NS,C,E
774,E&SP (R),C,E
775,E&SP (NR),B,E
776,E&SP (NR),C,E
777,E&SP (NR),C,E
778,E&SP (R),C,D
779,NS,C,V
780,E&SP (NR),C,E
781,E&SP (NR),A,V
782,E&SP (R),C,E
783,E&SP (R),C,E
784,NS,C,E
785,E&SP (R),C,E
786,E&SP (R),C,E
787,E&SP (NR),C,D
788,E&SP (NR),C,E
789,E&SP (R),C,V
790,E&SP (NR),B,E
791,E&SP (NR),C,E
792,NS,C,E
793,E&SP (NR),C,D
794,E&SP (R),C,V
795,E&SP (NR),C,E
796,E&SP (NR),C,E
797,NS,C,E
798,E&SP (NR),C,E
799,E&SP (NR),C,E
800,E&SP (R),C,E
801,NS,C,D
802,E&SP (R),C,E
803,E&SP (NR),C,E
804,NS,C,V
805,E&SP (NR),C,E
806,NS,C,E
807,E&SP (NR),C,E
808,E&SP (NR),B,E
809,NS,C,E
810,E&SP (R),C,V
811,NS,C,E
812,NS,C,E
813,E&SP (R),C,E
814,E&SP (NR),C,D
815,E&SP (NR),C,E
816,E&SP (R),C,E
817,E&SP (NR),C,D
818,E&SP (NR),C,D
819,E&SP (NR),C,E
820,E&SP (NR),C,D
821,E&SP (NR),C,D
822,E&SP (NR),C,E
823,E&SP (NR),C,D
824,NS,C,E
825,NS,C,E
826,E&SP (R),C,E
827,E&SP (R),B,V
828,E&SP (R),C,E
829,E&SP (NR),C,E
830,E&SP (NR),C,V
831,E&SP (NR),C,V
832,E&SP (NR),C,E
833,NS,C,D
834,E&SP (NR),C,V
835,E&SP (R),C,E
836,E&SP (NR),C,E
837,E&SP (NR),C,E
838,E&SP (NR),C,E
839,E&SP (R),C,E
840,E&SP (NR),C,D
841,E&SP (R),C,E
842,E&SP (R),C,E
843,E&SP (NR),C,D
844,E&SP (NR),B,E
845,NS,C,E
846,E&SP (NR),C,E
847,E&SP (NR),C,E
848,E&SP (NR),C,E
849,E&SP (NR),C,E
850,NS,C,E
851,E&SP (NR),C,E
852,E&SP (NR),C,E
853,E&SP (NR),C,E
854,NS,C,E
855,E&SP (NR),C,E
856,E&SP (R),C,E
857,E&SP (R),C,E
858,E&SP (NR),C,D
859,E&SP (NR),C,E
860,E&SP (R),C,V
861,NS,C,E
862,E&SP (NR),C,E
863,NS,C,E
864,E&SP (NR),C,V
865,E&SP (NR),C,E
866,E&SP (R),C,E
867,E&SP (R),C,E
868,E&SP (NR),C,D
869,E&SP (NR),C,E
870,E&SP (R),C,E
871,NS,C,E
872,E&SP (NR),C,E
873,E&SP (NR),C,E
874,E&SP (R),C,V
875,NS,C,E
876,E&SP (NR),C,E
877,E&SP (NR),C,E
878,E&SP (NR),C,E
879,E&SP (NR),C,D
880,E&SP (NR),C,E
881,E&SP (NR),C,E
882,E&SP (NR),C,E
883,E&SP (NR),C,D
884,E&SP (R),C,D
885,E&SP (NR),C,D
886,E&SP (R),C,D
887,NS,C,E
888,E&SP (NR),C,E
889,NS,A,E
890,E&SP (NR),C,E
891,E&SP (R),C,E
892,E&SP (NR),C,V
893,NS,C,V
894,E&SP (NR),C,E
895,E&SP (NR),C,E
896,E&SP (R),C,E
897,NS,C,E
898,E&SP (R),C,V
899,E&SP (NR),C,E
900,E&SP (NR),C,V
901,E&SP (NR),C,E
902,NS,C,E
903,E&SP (NR),C,E
904,NS,C,E
905,E&SP (NR),A,D
906,E&SP (NR),C,E
907,E&SP (NR),C,E
908,E&SP (R),C,E
909,E&SP (NR),C,E
910,NS,C,E
911,E&SP (R),A,E
912,E&SP (NR),C,E
913,E&SP (NR),C,E
914,E&SP (NR),C,E
915,E&SP (NR),C,E
916,NS,C,E
917,E&SP (NR),C,E
918,E&SP (NR),C,E
919,E&SP (NR),A,E
920,E&SP (NR),C,D
921,E&SP (NR),C,E
922,NS,C,E
923,NS,C,E
924,E&SP (NR),C,V
925,NS,C,E
926,E&SP (NR),C,D
927,E&SP (NR),C,E
928,NS,C,D
929,E&SP (NR),C,D
930,E&SP (NR),C,E
931,E&SP (NR),C,D
932,E&SP (NR),C,D
933,NS,C,V
934,E&SP (NR),C,E
935,NS,C,V
936,E&SP (NR),C,E
937,E&SP (NR),C,E
938,E&SP (NR),C,E
939,E&SP (NR),C,V
940,E&SP (NR),C,V
941,E&SP (NR),C,E
942,E&SP (NR),C,D
943,E&SP (R),C,E
944,E&SP (R),C,E
945,E&SP (NR),C,E
946,E&SP (NR),A,V
947,E&SP (R),C,E
948,NS,C,D
949,E&SP (NR),C,E
950,E&SP (R),C,D
951,E&SP (R),C,E
952,NS,C,D
953,NS,C,E
954,E&SP (NR),C,D
955,E&SP (R),C,E
956,E&SP (NR),C,D
957,E&SP (R),C,V
958,E&SP (NR),C,D
959,E&SP (R),C,E
960,E&SP (NR),C,E
961,E&SP (NR),C,D
962,E&SP (NR),C,V
963,NS,C,E
964,E&SP (NR),C,E
965,NS,B,E
966,E&SP (R),C,E
967,E&SP (NR),C,D
968,E&SP (NR),C,E
969,E&SP (R),C,D
970,E&SP (NR),C,E
971,E&SP (NR),C,E
972,E&SP (NR),C,E
973,E&SP (NR),C,E
974,E&SP (R),C,V
975,E&SP (NR),C,E
976,E&SP (NR),C,V
977,E&SP (NR),C,V
978,E&SP (NR),C,D
979,E&SP (R),C,E
980,E&SP (NR),C,D
981,E&SP (NR),C,E
982,E&SP (NR),C,E
983,E&SP (NR),C,E
984,E&SP (NR),C,D
985,E&SP (NR),C,E
986,E&SP (NR),C,E
987,E&SP (NR),C,E
988,NS,C,E
989,E&SP (NR),C,E
990,E&SP (NR),C,E
991,E&SP (NR),C,D
992,E&SP (NR),C,E
993,NS,C,V
994,E&SP (NR),C,V
995,E&SP (NR),C,V
996,E&SP (NR),C,E
997,NS,C,E
998,E&SP (NR),C,E
999,E&SP (NR),C,V
1000,E&SP (NR),C,E
